r2,mae,rmse,correlation,mean_error,median_error,error_std,error_variance,min_error,max_error,p25_error,p50_error,p75_error,p90_error,p95_error,p99_error,normalized_rmse,sample_count
-69630.40273195236,9.454619103773576,85.65538017017204,-0.03832605860397696,-8.961992924528303,-0.1124999999992724,85.18525010186566,7256.526834917404,-1463.1849999999995,11.454999999999927,0.10487499999953798,0.27549999999973807,0.8332500000005894,2.151499999999942,5.288749999999709,303.7360500000003,85.65538017017204,1696
